id,predictions
3034033,399.67233
3034034,410.32175
3034035,800.8689
3034036,237.63654
3034037,718.0524
3034038,243.18839
3034039,346.9031
3034040,2327.68
3034041,56.918484
3034042,468.3193
3034043,495.9973
3034044,424.31973
3034045,151.75073
3034046,464.39407
3034047,413.00565
3034048,239.16568
3034049,237.90887
3034050,503.3755
3034051,619.4837
3034052,218.97949
3034053,718.9592
3034054,240.02063
3034055,984.26306
3034056,624.14813
3034057,1353.846
3034058,265.46423
3034059,270.17236
3034060,367.95352
3034061,235.60883
3034062,469.86316
3034063,1487.2074
3034064,40.183865
3034065,720.90436
3034066,299.43112
3034067,233.21552
3034068,261.32574
3034069,2382.5432
3034070,467.88278
3034071,2032.8014
3034072,27.095304
3034073,75.96237
3034074,1548.6031
3034075,1273.7437
3034076,578.7166
3034077,284.13184
3034078,261.80215
3034079,1065.2953
3034080,373.97525
3034081,746.94305
3034082,211.55347
3034083,366.91812
3034084,1477.459
3034085,266.79156
3034086,442.11774
3034087,272.81708
3034088,288.6616
3034089,233.41214
3034090,2585.0183
3034091,225.8501
3034092,160.71536
3034093,238.22586
3034094,2271.4124
3034095,346.72662
3034096,2132.6143
3034097,1551.5428
3034098,311.83496
3034099,431.7629
3034100,235.91077
3034101,241.67053
3034102,384.48416
3034103,377.27405
3034104,207.09064
3034105,209.10468
3034106,840.5104
3034107,2445.2822
3034108,1970.2347
3034109,210.71857
3034110,272.49008
3034111,238.22443
3034112,558.7468
3034113,253.74402
3034114,2598.1897
3034115,850.2133
3034116,247.75974
3034117,540.1804
3034118,66.723175
3034119,221.63666
3034120,300.7667
3034121,420.89835
3034122,227.47943
3034123,31.547575
3034124,299.54947
3034125,255.56094
3034126,306.7581
3034127,298.6474
3034128,237.23727
3034129,223.33325
3034130,325.76233
3034131,655.6381
3034132,349.02612
3034133,290.50735
3034134,211.89731
3034135,231.75201
3034136,246.88333
3034137,236.26794
3034138,487.653
3034139,20.73416
3034140,237.61191
3034141,137.24524
3034142,317.53467
3034143,239.00781
3034144,214.97366
3034145,239.12848
3034146,332.13968
3034147,242.4365
3034148,509.57352
3034149,262.10483
3034150,314.27063
3034151,1119.3453
3034152,242.69427
3034153,574.5537
3034154,278.13455
3034155,2353.3555
3034156,280.22122
3034157,1802.443
3034158,256.44278
3034159,88.411224
3034160,616.9949
3034161,326.5778
3034162,1219.9116
3034163,1883.466
3034164,174.90356
3034165,485.40533
3034166,214.5517
3034167,756.4459
3034168,577.12836
3034169,1513.3392
3034170,302.2838
3034171,141.68713
3034172,457.35104
3034173,586.05457
3034174,201.11386
3034175,2597.4177
3034176,667.00397
3034177,213.1784
3034178,239.14304
3034179,396.1931
3034180,1250.4899
3034181,575.7226
3034182,228.54837
3034183,2430.8577
3034184,517.2186
3034185,217.2977
3034186,237.4566
3034187,525.08484
3034188,354.61002
3034189,202.50049
3034190,1578.9271
3034191,2159.3733
3034192,208.98352
3034193,808.08887
3034194,236.39917
3034195,297.95013
3034196,247.28635
3034197,297.1424
3034198,219.08145
3034199,537.39606
3034200,204.62009
3034201,215.71042
3034202,1797.7854
3034203,281.38113
3034204,241.2153
3034205,447.1471
3034206,203.40305
3034207,2595.6338
3034208,512.692
3034209,217.18896
3034210,593.6124
3034211,218.65955
3034212,2188.7002
3034213,465.32468
3034214,1838.2932
3034215,237.68323
3034216,775.2466
3034217,679.91345
3034218,721.4072
3034219,503.83627
3034220,417.70377
3034221,291.7896
3034222,306.31552
3034223,2572.2878
3034224,244.82211
3034225,203.77655
3034226,428.91055
3034227,1414.5492
3034228,206.58167
3034229,228.73917
3034230,360.58676
3034231,2143.2324
3034232,324.41122
3034233,192.64365
3034234,273.51743
3034235,264.61798
3034236,353.13977
3034237,2581.192
3034238,2337.937
3034239,844.16235
3034240,307.0772
3034241,1233.7446
3034242,232.26843
3034243,204.85645
3034244,236.88544
3034245,47.825954
3034246,314.39032
3034247,555.6862
3034248,216.93698
3034249,615.70984
3034250,267.2583
3034251,207.2963
3034252,573.2496
3034253,250.18948
3034254,418.20575
3034255,238.38898
3034256,45.74612
3034257,2445.096
3034258,216.21396
3034259,493.37616
3034260,234.3642
3034261,269.1723
3034262,2182.4348
3034263,124.28024
3034264,236.3783
3034265,532.3256
3034266,2368.1428
3034267,234.10648
3034268,566.16425
3034269,234.89252
3034270,242.33908
3034271,367.10703
3034272,247.08533
3034273,1282.971
3034274,760.1961
3034275,444.17267
3034276,239.91748
3034277,487.48926
3034278,652.4938
3034279,199.85571
3034280,240.35791
3034281,508.27753
3034282,141.45947
3034283,1543.1431
3034284,733.12384
3034285,252.6586
3034286,2273.7869
3034287,216.8165
3034288,208.5014
3034289,178.65207
3034290,381.6688
3034291,213.10507
3034292,2553.2537
3034293,244.71857
3034294,36.25198
3034295,299.66574
3034296,906.9483
3034297,223.61832
3034298,241.06512
3034299,422.54456
3034300,308.41522
3034301,239.80746
3034302,320.32883
3034303,2094.8774
3034304,2569.7324
3034305,915.3812
3034306,1577.0513
3034307,1039.4486
3034308,232.01822
3034309,259.39886
3034310,426.20227
3034311,756.19293
3034312,331.2251
3034313,247.22238
3034314,236.6665
3034315,1096.4652
3034316,1675.3982
3034317,415.70914
3034318,340.06976
3034319,385.9466
3034320,209.83026
3034321,616.1947
3034322,1358.5078
3034323,1348.7847
3034324,238.56091
3034325,286.2948
3034326,454.80414
3034327,242.32214
3034328,404.95343
3034329,378.1778
3034330,220.27594
3034331,463.79337
3034332,552.5646
3034333,294.4905
3034334,215.97208
3034335,239.17654
3034336,296.20886
3034337,383.74988
3034338,337.7709
3034339,234.1383
3034340,332.12534
3034341,2159.616
3034342,2596.235
3034343,236.61108
3034344,448.88638
3034345,253.01746
3034346,1001.08466
3034347,500.16684
3034348,135.1055
3034349,249.81662
3034350,260.08423
3034351,371.42474
3034352,227.97745
3034353,514.3898
3034354,217.44754
3034355,1959.0024
3034356,97.21274
3034357,234.56018
3034358,251.75357
3034359,277.2922
3034360,16.56552
3034361,238.88708
3034362,365.77628
3034363,530.17426
3034364,228.23819
3034365,192.8641
3034366,1179.4983
3034367,582.12054
3034368,2270.0315
3034369,580.3328
3034370,595.0223
3034371,229.06638
3034372,567.97003
3034373,205.54837
3034374,235.34174
3034375,208.08832
3034376,388.7933
3034377,2439.1309
3034378,232.35056
3034379,406.9263
3034380,422.88287
3034381,871.69604
3034382,608.238
3034383,331.279
3034384,2346.8591
3034385,2481.8752
3034386,403.97897
3034387,273.31296
3034388,569.5248
3034389,210.29709
3034390,2570.8528
3034391,414.04358
3034392,254.20828
3034393,1517.9379
3034394,2248.1328
3034395,233.94406
3034396,232.88416
3034397,514.3633
3034398,90.78903
3034399,234.43304
3034400,1500.6913
3034401,521.7228
3034402,241.10309
3034403,653.3835
3034404,257.77106
3034405,245.99734
3034406,235.64111
3034407,236.83762
3034408,279.52298
3034409,329.4155
3034410,460.2189
3034411,2677.133
3034412,221.58734
3034413,215.38617
3034414,2497.5696
3034415,1069.6387
3034416,211.57983
3034417,300.8672
3034418,222.16284
3034419,119.153534
3034420,509.10333
3034421,217.29114
3034422,236.88464
3034423,162.44687
3034424,1018.697
3034425,397.57675
3034426,287.6479
3034427,71.270294
3034428,450.73358
3034429,1261.4554
3034430,418.21658
3034431,630.37067
3034432,412.4366
3034433,206.03088
3034434,242.32101
3034435,349.98068
3034436,611.884
3034437,2258.3132
3034438,583.98553
3034439,594.28143
3034440,458.7701
3034441,236.51208
3034442,2545.4583
3034443,242.15134
3034444,2616.0496
3034445,266.0707
3034446,2305.3674
3034447,298.15152
3034448,223.24002
3034449,232.78668
3034450,1055.3436
3034451,1142.0101
3034452,224.65338
3034453,329.8152
3034454,270.63754
3034455,437.4414
3034456,483.31226
3034457,373.08527
3034458,2591.2588
3034459,384.4938
3034460,293.48257
3034461,858.58734
3034462,232.31992
3034463,2440.5635
3034464,217.29266
3034465,2604.229
3034466,208.90259
3034467,494.83618
3034468,241.50308
3034469,502.3204
3034470,2129.3901
3034471,359.80063
3034472,2601.5618
3034473,339.7312
3034474,91.963715
3034475,529.389
3034476,1629.4623
3034477,167.60562
3034478,1851.4727
3034479,2049.6829
3034480,506.44614
3034481,1468.2268
3034482,286.22928
3034483,1213.6006
3034484,200.26648
3034485,299.35275
3034486,165.45932
3034487,199.2507
3034488,236.35184
3034489,238.4859
3034490,219.03827
3034491,511.49524
3034492,299.10593
3034493,1029.6062
3034494,1238.7528
3034495,520.0222
3034496,235.32336
3034497,1945.9076
3034498,1055.7789
3034499,62.79965
3034500,228.9613
3034501,231.47134
3034502,236.53336
3034503,209.13351
3034504,618.29504
3034505,2197.6836
3034506,205.91501
3034507,1715.1605
3034508,439.60016
3034509,255.10434
3034510,306.93793
3034511,229.01056
3034512,705.4062
3034513,242.219
3034514,249.96097
3034515,576.4479
3034516,578.6199
3034517,488.46844
3034518,258.09897
3034519,357.59708
3034520,258.0857
3034521,236.45468
3034522,2147.987
3034523,287.97226
3034524,363.3763
3034525,1067.611
3034526,661.6476
3034527,236.1948
3034528,848.0801
3034529,578.1849
3034530,343.4264
3034531,281.12537
3034532,324.3563
3034533,205.75339
3034534,236.79309
3034535,346.53348
3034536,235.34445
3034537,121.07095
3034538,2158.872
3034539,2301.4116
3034540,2606.647
3034541,189.3335
3034542,499.6586
3034543,586.89954
3034544,239.44226
3034545,382.60095
3034546,1130.9517
3034547,1162.7302
3034548,321.61343
3034549,194.46811
3034550,93.502045
3034551,241.10965
3034552,332.5313
3034553,272.687
3034554,1368.1622
3034555,303.30728
3034556,756.6136
3034557,2235.6091
3034558,142.10156
3034559,210.21527
3034560,2154.084
3034561,271.47076
3034562,222.65869
3034563,1004.94836
3034564,294.85403
3034565,2533.3843
3034566,1629.5907
3034567,1031.8455
3034568,499.30252
3034569,588.6369
3034570,184.69498
3034571,2590.9185
3034572,260.37186
3034573,61.36935
3034574,649.75415
3034575,2326.5298
3034576,448.31757
3034577,226.01938
3034578,883.6358
3034579,1209.6472
3034580,1579.4912
3034581,736.5009
3034582,385.50018
3034583,239.69638
3034584,1801.9612
3034585,484.6885
3034586,203.73904
3034587,513.88727
3034588,341.23907
3034589,162.93018
3034590,431.1712
3034591,164.9845
3034592,272.37476
3034593,1750.8647
3034594,2274.6577
3034595,2108.3606
3034596,11.26602
3034597,426.11676
3034598,400.92007
3034599,514.09
3034600,227.2944
3034601,214.05807
3034602,2311.6292
3034603,335.36703
3034604,239.12112
3034605,40.551662
3034606,224.03589
3034607,483.1939
3034608,96.886566
3034609,587.2464
3034610,392.49445
3034611,224.48001
3034612,255.82834
3034613,606.69366
3034614,240.04688
3034615,290.88217
3034616,213.45563
3034617,173.80725
3034618,1657.8228
3034619,415.73294
3034620,296.9629
3034621,46.833218
3034622,246.77664
3034623,574.4625
3034624,951.08636
3034625,247.09802
3034626,255.73334
3034627,233.5058
3034628,221.08069
3034629,265.05258
3034630,236.37024
3034631,259.8693
3034632,1211.4888
3034633,226.69858
3034634,238.67365
3034635,409.29498
3034636,341.86975
3034637,1414.5687
3034638,571.5221
3034639,584.7355
3034640,240.74374
3034641,330.67532
3034642,63.102627
3034643,237.96838
3034644,471.07477
3034645,536.60376
3034646,1023.3283
3034647,289.87375
3034648,2242.2478
3034649,573.59937
3034650,124.71585
3034651,2411.3442
3034652,125.82718
3034653,235.32559
3034654,726.2364
3034655,241.46582
3034656,893.32654
3034657,82.93088
3034658,2663.471
3034659,983.24585
3034660,217.68393
3034661,1207.1879
3034662,946.6234
3034663,456.83316
3034664,3.8014202
3034665,1517.1709
3034666,220.5618
3034667,246.72516
3034668,2300.4785
3034669,1838.2092
3034670,138.7001
3034671,246.94418
3034672,36.92599
3034673,578.10455
3034674,523.0924
3034675,271.03296
3034676,200.30725
3034677,265.84775
3034678,516.0353
3034679,584.2621
3034680,512.64545
3034681,404.72888
3034682,168.6333
3034683,489.7721
3034684,353.9346
3034685,314.61865
3034686,272.1091
3034687,174.09433
3034688,215.77505
3034689,224.19022
3034690,1711.483
3034691,1561.2961
3034692,150.15381
3034693,182.06812
3034694,703.7121
3034695,916.5848
3034696,866.788
3034697,551.3959
3034698,161.72409
3034699,235.67984
3034700,394.899
3034701,158.65805
3034702,165.28677
3034703,242.39322
3034704,392.7651
3034705,227.94705
3034706,346.5282
3034707,236.8811
3034708,255.6058
3034709,224.48914
3034710,258.411
3034711,307.93835
3034712,64.451385
3034713,449.84116
3034714,230.83948
3034715,237.49979
3034716,206.36792
3034717,234.38202
3034718,1781.4456
3034719,314.23083
3034720,241.97879
3034721,48.40182
3034722,208.78864
3034723,274.62448
3034724,503.59937
3034725,2003.61
3034726,369.70102
3034727,212.34253
3034728,323.14786
3034729,1139.4375
3034730,381.36545
3034731,239.6225
3034732,294.4763
3034733,294.05527
3034734,499.78967
3034735,574.442
3034736,400.54224
3034737,469.6855
3034738,559.2437
3034739,283.86612
3034740,221.79068
3034741,1791.2712
3034742,397.3425
3034743,237.55215
3034744,111.022
3034745,335.2208
3034746,202.77246
3034747,290.9376
3034748,211.16037
3034749,382.35867
3034750,237.62607
3034751,1264.4094
3034752,284.88068
3034753,184.06503
3034754,183.60675
3034755,368.41785
3034756,342.14337
3034757,1591.6674
3034758,367.36765
3034759,25.318571
3034760,586.1686
3034761,174.4013
3034762,369.08038
3034763,356.55215
3034764,220.45856
3034765,207.85626
3034766,2240.2004
3034767,2587.496
3034768,302.11765
3034769,498.4309
3034770,321.40256
3034771,1518.8651
3034772,1670.1553
3034773,384.78146
3034774,208.25488
3034775,506.24753
3034776,303.1088
3034777,292.69672
3034778,1185.3744
3034779,237.4267
3034780,407.8117
3034781,409.97693
3034782,252.06174
3034783,368.06332
3034784,242.5203
3034785,1166.3682
3034786,243.26611
3034787,359.7394
3034788,245.92905
3034789,715.748
3034790,396.92834
3034791,187.61548
3034792,745.0097
3034793,302.90826
3034794,2352.7139
3034795,1187.916
3034796,214.155
3034797,239.09378
3034798,415.3909
3034799,314.9265
3034800,238.03186
3034801,234.03769
3034802,1998.7997
3034803,430.0572
3034804,392.72714
3034805,387.96936
3034806,460.72974
3034807,236.3269
3034808,2494.024
3034809,283.80725
3034810,28.273405
3034811,503.27502
3034812,223.96121
3034813,434.56012
3034814,209.496
3034815,777.9625
3034816,238.65854
3034817,239.45984
3034818,492.90356
3034819,1505.6945
3034820,2599.67
3034821,260.1634
3034822,114.1918
3034823,218.15979
3034824,306.82498
3034825,253.57562
3034826,220.69965
3034827,1616.4403
3034828,2359.5837
3034829,3.4012127
3034830,243.29721
3034831,760.9642
3034832,240.74518
3034833,324.03384
3034834,200.7078
3034835,297.0507
3034836,397.98917
3034837,163.27136
3034838,344.3631
3034839,2214.8945
3034840,1129.7854
3034841,426.08792
3034842,480.09058
3034843,854.07336
3034844,2320.972
3034845,227.50198
3034846,180.16122
3034847,86.63956
3034848,242.45224
3034849,211.89435
3034850,297.8819
3034851,513.42004
3034852,194.01733
3034853,279.7417
3034854,343.92395
3034855,2363.177
3034856,283.26343
3034857,130.56927
3034858,597.6486
3034859,152.90982
3034860,239.98361
3034861,2599.5105
3034862,251.31842
3034863,1350.8683
3034864,239.60547
3034865,1231.5105
3034866,1700.6637
3034867,165.94702
3034868,454.14853
3034869,138.72833
3034870,256.22705
3034871,241.85123
3034872,307.1272
3034873,219.39282
3034874,235.35031
3034875,135.96222
3034876,226.76184
3034877,800.2059
3034878,2333.0696
3034879,252.0104
3034880,240.54407
3034881,211.77927
3034882,421.6791
3034883,2586.7815
3034884,287.3393
3034885,254.49438
3034886,209.76901
3034887,2648.4841
3034888,12.064116
3034889,2590.7659
3034890,378.53763
3034891,238.8367
3034892,293.87048
3034893,251.05276
3034894,559.05304
3034895,200.72882
3034896,220.98898
3034897,189.91507
3034898,237.27237
3034899,24.085478
3034900,353.03006
3034901,90.04172
3034902,244.79532
3034903,757.42737
3034904,415.25598
3034905,588.9652
3034906,450.58887
3034907,354.5246
3034908,220.53796
3034909,263.53647
3034910,231.38635
3034911,450.06555
3034912,354.17313
3034913,362.4104
3034914,239.59628
3034915,2113.5403
3034916,418.5727
3034917,283.2807
3034918,232.96506
3034919,242.52835
3034920,423.2823
3034921,210.61404
3034922,298.78223
3034923,239.35022
3034924,72.64719
3034925,2062.7556
3034926,496.72452
3034927,221.28946
3034928,2610.3987
3034929,352.19418
3034930,76.04843
3034931,532.5744
3034932,1391.4662
3034933,102.7186
3034934,255.68527
3034935,578.8468
3034936,237.53073
3034937,324.53854
3034938,721.74097
3034939,292.18466
3034940,16.998198
3034941,246.66885
3034942,239.8623
3034943,913.3252
3034944,509.87262
3034945,238.12311
3034946,174.21909
3034947,422.4123
3034948,2372.7705
3034949,441.21225
3034950,251.63156
3034951,42.922146
3034952,236.27603
3034953,216.0892
3034954,231.19885
3034955,236.17017
3034956,1608.7345
3034957,290.49103
3034958,298.00323
3034959,283.39194
3034960,241.51962
3034961,2251.7195
3034962,1597.3914
3034963,388.76285
3034964,581.5244
3034965,282.1298
3034966,260.4168
3034967,952.6555
3034968,241.64252
3034969,1510.8284
3034970,1517.4291
3034971,240.20511
3034972,369.35568
3034973,1600.1743
3034974,2590.9214
3034975,186.69525
3034976,385.43005
3034977,358.69577
3034978,1278.6274
3034979,240.18399
3034980,312.5137
3034981,147.08472
3034982,196.88916
3034983,261.01605
3034984,190.2864
3034985,1584.8016
3034986,267.5559
3034987,671.01526
3034988,332.31485
3034989,241.24304
3034990,291.55756
3034991,625.94354
3034992,2333.1582
3034993,234.8183
3034994,253.35187
3034995,191.33585
3034996,2589.1257
3034997,1462.778
3034998,227.62375
3034999,242.88013
3035000,484.4367
3035001,203.13571
3035002,2240.7886
3035003,920.4343
3035004,214.14978
3035005,234.7297
3035006,2596.847
3035007,199.19754
3035008,298.9292
3035009,216.57892
3035010,305.362
3035011,528.4991
3035012,237.59488
3035013,204.48367
3035014,216.8851
3035015,1086.3921
3035016,1784.9191
3035017,301.88202
3035018,93.03586
3035019,1151.27
3035020,1051.3816
3035021,511.6581
3035022,1638.0367
3035023,50.35397
3035024,212.01422
3035025,587.89514
3035026,445.2674
3035027,587.52844
3035028,864.98157
3035029,209.83792
3035030,364.8975
3035031,237.67795
3035032,346.7842
3035033,1073.5647
3035034,205.7326
3035035,333.0704
3035036,297.47028
3035037,822.49744
3035038,490.33008
3035039,527.00397
3035040,213.49289
3035041,514.98804
3035042,273.1381
3035043,77.57779
3035044,112.65817
3035045,236.54224
3035046,589.9297
3035047,506.5386
3035048,201.88644
3035049,237.43326
3035050,235.69165
3035051,517.97534
3035052,50.097927
3035053,251.58182
3035054,261.65005
3035055,294.89023
3035056,144.4349
3035057,375.83096
3035058,431.73697
3035059,545.0617
3035060,196.72531
3035061,228.88693
3035062,2585.6628
3035063,238.17117
3035064,236.82172
3035065,410.1956
3035066,275.47406
3035067,207.89194
3035068,2455.6926
3035069,504.77225
3035070,469.349
3035071,2251.944
3035072,292.07138
3035073,244.83194
3035074,599.95874
3035075,583.45374
3035076,234.10104
3035077,1617.9602
3035078,1619.734
3035079,2237.851
3035080,710.28845
3035081,942.9319
3035082,123.500824
3035083,225.8883
3035084,1738.4354
3035085,245.27887
3035086,418.71902
3035087,680.1425
3035088,1304.6046
3035089,209.54541
3035090,391.71722
3035091,411.40765
3035092,155.45456
3035093,228.27338
3035094,289.53094
3035095,2350.615
3035096,110.36069
3035097,2596.2625
3035098,237.29971
3035099,248.7088
3035100,418.68542
3035101,1412.3728
3035102,267.90527
3035103,601.8685
3035104,397.0178
3035105,1569.8357
3035106,410.77905
3035107,274.45242
3035108,54.756557
3035109,242.50974
3035110,423.07816
3035111,239.535
3035112,273.13272
3035113,2212.604
3035114,973.0633
3035115,510.05072
3035116,331.82187
3035117,388.4107
3035118,517.5826
3035119,629.7909
3035120,62.78732
3035121,260.77496
3035122,167.85959
3035123,417.95065
3035124,105.56967
3035125,2375.4321
3035126,227.17462
3035127,285.40292
3035128,238.43216
3035129,2285.3577
3035130,179.69455
3035131,2552.1436
3035132,870.55615
3035133,2365.245
3035134,2565.094
3035135,319.90997
3035136,257.8255
3035137,236.52863
3035138,277.632
3035139,2582.8694
3035140,219.07114
3035141,321.92313
3035142,377.45734
3035143,227.33694
3035144,1317.7311
3035145,1888.7354
3035146,569.92065
3035147,216.63016
3035148,399.12274
3035149,434.55255
3035150,593.1711
3035151,2131.0698
3035152,203.58575
3035153,863.42816
3035154,2567.995
3035155,242.6507
3035156,203.15051
3035157,231.08658
3035158,277.61884
3035159,587.95734
3035160,237.34412
3035161,238.52197
3035162,578.8272
3035163,346.50955
3035164,101.14316
3035165,581.8026
3035166,236.8396
3035167,281.18814
3035168,303.9457
3035169,280.31494
3035170,439.15347
3035171,214.93414
3035172,184.50668
3035173,228.06406
3035174,242.66614
3035175,235.13849
3035176,624.87006
3035177,148.49393
3035178,243.43506
3035179,1067.1792
3035180,283.8361
3035181,83.17557
3035182,2178.7598
3035183,479.41574
3035184,201.19748
3035185,132.83255
3035186,2585.0735
3035187,232.03702
3035188,712.9327
3035189,151.21649
3035190,2614.3022
3035191,498.3284
3035192,237.05502
3035193,280.35037
3035194,606.52997
3035195,29.695219
3035196,458.06412
3035197,137.99097
3035198,162.66861
3035199,230.38339
3035200,494.63034
3035201,327.3688
3035202,169.16122
3035203,238.9324
3035204,580.2739
3035205,169.79456
3035206,2589.7424
3035207,1675.1844
3035208,2245.4834
3035209,368.67926
3035210,708.2628
3035211,285.0156
3035212,669.309
3035213,1848.7788
3035214,444.54712
3035215,476.0952
3035216,324.25446
3035217,677.752
3035218,355.44727
3035219,540.5476
3035220,2285.07
3035221,748.8814
3035222,892.82916
3035223,1654.3632
3035224,281.45627
3035225,532.41547
3035226,326.59778
3035227,246.0203
3035228,909.48785
3035229,243.33319
3035230,172.52008
3035231,223.99646
3035232,154.40671
3035233,350.11346
3035234,235.3056
3035235,275.9372
3035236,241.81998
3035237,239.83951
3035238,257.83334
3035239,241.42319
3035240,45.51254
3035241,543.9905
3035242,241.79846
3035243,420.34732
3035244,2278.3755
3035245,547.7233
3035246,283.77393
3035247,221.15576
3035248,327.9957
3035249,2145.2554
3035250,231.45169
3035251,153.42062
3035252,1896.1193
3035253,242.71683
3035254,740.4488
3035255,248.22455
3035256,2214.844
3035257,359.32526
3035258,544.0817
3035259,561.0481
3035260,804.3385
3035261,35.266018
3035262,1076.6011
3035263,235.51718
3035264,480.8071
3035265,2592.6316
3035266,270.45114
3035267,1242.2349
3035268,573.5223
3035269,2594.6091
3035270,306.036
3035271,729.82855
3035272,741.6488
3035273,238.79968
3035274,237.94919
3035275,250.48895
3035276,44.814358
3035277,234.3306
3035278,570.97626
3035279,240.51361
3035280,1958.939
3035281,235.31287
3035282,447.0641
3035283,217.35129
3035284,978.1603
3035285,158.96167
3035286,2590.118
3035287,677.37506
3035288,243.24701
3035289,581.8829
3035290,1726.5731
3035291,212.43832
3035292,511.59998
3035293,506.93414
3035294,237.96695
3035295,241.98068
3035296,298.51578
3035297,583.36505
3035298,537.0405
3035299,227.64886
3035300,420.323
3035301,2104.4358
3035302,22.065702
3035303,265.21875
3035304,1691.7875
3035305,235.0246
3035306,216.05746
3035307,514.9464
3035308,2331.654
3035309,243.02884
3035310,585.20575
3035311,195.98651
3035312,598.96313
3035313,216.57202
3035314,220.27411
3035315,179.57797
3035316,252.88504
3035317,238.20667
3035318,1071.574
3035319,306.2281
3035320,237.23886
